"","trail.id","trail.name","park.name","popularity","length","elevation.gain"
"124",10013558,"New Hance Trail","Grand Canyon National Park",6.1769,20921.42,1506.9312
"125",10013912,"Bright Angel Trail to Tonto Trail","Grand Canyon National Park",5.9577,116838.084,3102.864
"126",10272375,"Old Jasper Forest Road","Petrified Forest National Park",5.9341,4184.284,53.9496
"127",10269962,"Wildhorse Trail","Saguaro National Park",5.8308,4988.954,91.7448
"128",10269284,"Tanque Verde Falls Viewpoint","Saguaro National Park",5.7938,1126.538,61.8744
"129",10259355,"Hermit's Rest Viewpoint to Tonto Trail to Bright Angel Trailhead","Grand Canyon National Park",5.7315,34118.008,1593.7992
"130",10013747,"Desert Discovery Nature Trail","Saguaro National Park",5.7162,643.736,4.8768
"131",10259354,"Boucher Trail to Hermit Trail Loop","Grand Canyon National Park",5.7123,32508.668,1758.696
"132",10112153,"Thunderbird Trail","Saguaro National Park",5.6144,6437.36,149.9616
"133",10389448,"Rim Trail, South Kaibab and Bright Angel Loop","Grand Canyon National Park",5.5548,34118.008,1501.7496
"134",10016910,"Mather Campground Trail","Grand Canyon National Park",5.4493,3701.482,36.8808
"135",10267209,"Cactus Wren Trail","Saguaro National Park",5.3994,6276.426,56.9976
"136",10259344,"Tonto Trail: New Hance Trail to Grandview Point","Grand Canyon National Park",5.3565,25105.704,1569.72
"137",10266285,"South to North Kalbab Trail","Grand Canyon National Park",5.2788,49728.606,3386.9376
"138",10297375,"Painted Desert Rim Trail to Kachina Point","Petrified Forest National Park",5.2572,1770.274,12.8016
"139",10013255,"Tusayan Ruin Trail","Grand Canyon National Park",5.2356,482.802,4.8768
"140",10269670,"Scenic, Passey, Packrat Trail Loop","Saguaro National Park",5.0684,2735.878,80.772
"141",10384519,"Ribbon Falls from the North Rim via North Kaibob Trail","Grand Canyon National Park",5.0517,27036.912,1639.824
"142",10263759,"Mica Mountain via Douglas Spring and Cow Head Saddle Trail","Saguaro National Park",5.05,40877.236,1961.9976
"143",10021291,"Redington OHV Trail","Saguaro National Park",5.0108,39267.896,750.7224
"144",10017278,"Boucher Trail","Grand Canyon National Park",4.9978,28485.318,1714.8048
"145",10268598,"Hope Camp Coyote Wash and Ruiz Trail Loop","Saguaro National Park",4.9944,9334.172,142.9512
"146",10235600,"Ken Patrick Trail North from Point Imperial","Grand Canyon National Park",4.9845,7885.766,143.8656
"147",10398395,"Tanque Verde Falls Beach","Saguaro National Park",4.8374,1287.472,29.8704
"148",10235592,"Grand Canyon Bridle Trail","Grand Canyon National Park",4.6675,5149.888,77.724
"149",10306312,"Shantz and Mica View Trail","Saguaro National Park",4.5595,4184.284,36.8808
"150",10259348,"Tonto Trail from Grandview Point to South Kaibab Trailhead","Grand Canyon National Park",4.557,43774.048,1589.8368
"151",10347292,"Phantom Ranch to Phantom Overlook","Grand Canyon National Park",4.4377,3379.614,205.74
"152",10258670,"Monument Point via Bill Hall Trail","Grand Canyon National Park",4.3741,2414.01,103.9368
"153",10272332,"Martha's Butte","Petrified Forest National Park",4.3654,4345.218,22.86
"154",10041333,"Coyote Pass Loop Trail","Saguaro National Park",4.3271,9173.238,159.7152
"155",10004062,"Waldron Trail","Grand Canyon National Park",4.324,7885.766,703.7832
"156",10018933,"Lava Falls Trail","Grand Canyon National Park",4.2213,4184.284,762.9144
"157",10037999,"Turkey Creek","Saguaro National Park",4.1951,19473.014,1199.9976
"158",10299272,"Cactus Canyon and Gila Monster Loop via Thunderbird Trail","Saguaro National Park",4.1854,9656.04,223.7232
"159",10111891,"Panther Peak Wash - Roadrunner Loop","Saguaro National Park",4.1242,6759.228,57.912
"160",10039029,"Manning Camp Trail","Saguaro National Park",4.0726,24783.836,1391.7168
"161",10263672,"Tanner Trail to Grandview Trail and Grandview Point","Grand Canyon National Park",4.0376,50855.144,2435.9616
"162",10378554,"Blue Hills Loop","Petrified Forest National Park",4.0307,3862.416,67.9704
"163",10327921,"Grandview Point to Horseshoe Mesa East Trail","Grand Canyon National Park",4.0154,11748.182,833.9328
"164",10304376,"Tonto Trail to Monument Creek","Grand Canyon National Park",4.0014,45544.322,1603.8576
"165",10272356,"Martha's Butte Off-Trail Route","Petrified Forest National Park",3.9609,3057.746,17.9832
"166",10311730,"Vertical Cliffs Trail to Abington Trail Loop","Saguaro National Park",3.9491,6115.492,76.8096
"167",10028602,"Bajada Loop Drive","Saguaro National Park",3.7293,8368.568,129.8448
"168",10272764,"Hope Campe, Ruiz Trail, and Coyote Wash Trail","Saguaro National Park",3.7194,9012.304,139.9032
"169",10307988,"Wild Horse to Garwood Dam","Saguaro National Park",3.6987,6276.426,100.8888
"170",10111287,"Cam-Boh Trail","Saguaro National Park",3.4699,7885.766,69.7992
"171",10379267,"Hermit Trail to Granite Rapids Campground","Grand Canyon National Park",3.2761,35244.546,1748.9424
"172",10272205,"Tanner Beach and Lava Rapids Trail","Grand Canyon National Park",3.2356,31864.932,1724.8632
"173",10028565,"Ken Patrick Trail South from Point Imperial","Grand Canyon National Park",3.2283,15610.598,376.7328
"174",10313180,"Shantz, Mesquite, Loma and Cholla Trail Loop","Saguaro National Park",3.2165,8207.634,57.912
"175",10265889,"South Kaibab, North Kaibab and Bright Angel Trail","Grand Canyon National Park",3.0396,57614.372,2731.9224
"176",10236034,"Cow Head Saddle Trail","Saguaro National Park",2.9406,41842.84,2309.7744
"177",10347968,"Hermit Camp to Monument Creek Camp via Tonto Trail","Grand Canyon National Park",2.8272,10138.842,370.9416
"178",10258658,"Walhalla Ruins","Grand Canyon National Park",2.7978,160.934,0
"179",10022546,"Deer Creek to Colorado River","Grand Canyon National Park",2.6804,29450.922,1792.8336
"180",10267224,"Ironwood Forest Picture Rocks Wash Trail","Saguaro National Park",2.6464,6276.426,83.82
"181",10006893,"Blue Springs Trail","Grand Canyon National Park",2.6336,27358.78,721.7664
"182",10009407,"North Bass Trail","Grand Canyon National Park",2.6173,35888.282,2166.8232
"183",10259364,"South Canyon","Grand Canyon National Park",2.5322,17380.872,991.8192
"184",10014422,"Arizona Trail #36","Grand Canyon National Park",2.4438,27036.912,186.8424
"185",10269033,"South Bass to Hermits Rest via Tonto West","Grand Canyon National Park",2.443,66465.742,2931.8712
"186",10348524,"Encinas Trail from Ez-Kim-In-Zin Picnic Area","Saguaro National Park",2.4255,11748.182,203.9112
"187",10268788,"Tanner and Beamer Trail","Grand Canyon National Park",2.3848,49567.672,2311.908
"188",10268789,"Palisades Creek Trail","Grand Canyon National Park",2.3739,36371.084,1998.8784
"189",10259359,"Powell Plateau Trail","Grand Canyon National Park",2.3699,8046.7,541.9344
"190",10272462,"First Forest Point","Petrified Forest National Park",2.3582,7081.096,87.7824
"191",10261755,"Valley View and Wild Dog Trails","Saguaro National Park",2.33,4345.218,75.8952
"192",10394939,"Shantz, Vanover, Loma Verde, Cholla, Cactus Forest Trail Loop","Saguaro National Park",2.2593,8207.634,37.7952
"193",10007969,"Tiyo Point Trail","Grand Canyon National Park",2.2046,32669.602,503.8344
"194",10366335,"Hugh Norris, Sendero Esperanza, Dobbie Wash Loop","Saguaro National Park",2.005,10299.776,377.952
"195",10453902,"Hope Camp to Grass Shack Camp Trail","Saguaro National Park",1.894,15449.664,839.724
"196",10286475,"AZ Trail Segment 37","Grand Canyon National Park",1.8742,35888.282,304.8
"197",10314641,"Schmutz Spring","Grand Canyon National Park",1.8441,8851.37,560.832
"198",10421252,"Horseshoe Mesa Loop via Grand View Trail","Grand Canyon National Park",1.7209,19633.948,1180.7952
"199",10483525,"Arizona Trail: Savilla Campground to Saguaro National Park","Saguaro National Park",1.6602,13196.588,109.728
"200",10427265,"Thunder River Trail from Indian Hollow Parking Area","Grand Canyon National Park",1.6019,46188.058,1982.724
"201",10258671,"North Bass Trail to Muav Cabin","Grand Canyon National Park",1.5627,2414.01,226.7712
"202",10456484,"Douglas Spring, Converse, Garwood  and Wildhorse Loop","Saguaro National Park",1.0393,5471.756,55.7784
"203",10545419,"Redington Pass Chiva Falls OHV Loop","Saguaro National Park",0,32830.536,941.832
"204",10041922,"Sunset Trail","Hot Springs National Park",12.9365,20921.42,722.9856
"205",10235890,"West Mountain Trail","Hot Springs National Park",12.1636,3057.746,107.8992
"206",10264755,"Goat Rock Trail","Hot Springs National Park",11.2556,3862.416,115.824
"207",10264753,"Gulpha Gorge Trail","Hot Springs National Park",9.7609,1931.208,116.7384
"208",10039426,"The Grand Promenade and Side Trails","Hot Springs National Park",8.5459,1931.208,33.8328
"209",10007938,"Dead Chief Trail","Hot Springs National Park",8.1484,4345.218,121.92
"210",10267800,"Hot Springs Mountain Trail","Hot Springs National Park",7.9948,5310.822,204.8256
"211",10017178,"Peak Trail","Hot Springs National Park",7.7461,2092.142,108.8136
"212",10235889,"Sugarloaf Mountain Via Sunset Trail","Hot Springs National Park",7.1485,11426.314,592.836
"213",10354929,"Goat Rock via Dead Chief Trail","Hot Springs National Park",5.4308,2092.142,87.7824
"214",10264248,"Grand Promenade","Hot Springs National Park",5.3992,1126.538,20.7264
"215",10291742,"Hot Springs Sunset Trail Full Circle","Hot Springs National Park",5.2795,20599.552,680.9232
"216",10307591,"Sunset Trail: Sugarloaf Mountain Section","Hot Springs National Park",5.2031,4667.086,183.7944
"217",10308425,"Upper Dogwood Trail","Hot Springs National Park",3.7307,2253.076,68.8848
"218",10367719,"Mountaintop Loop","Hot Springs National Park",3.3401,2092.142,112.776
"219",10308451,"Lower Dogwood Trail","Hot Springs National Park",3.1454,2574.944,123.7488
"220",10026910,"Vernal and Nevada Falls via the Mist Trail","Yosemite National Park",68.1488,10299.776,667.8168
"221",10005895,"Upper Yosemite Falls Trail","Yosemite National Park",53.628,11587.248,967.74
"222",10005585,"Half Dome Trail","Yosemite National Park",52.5316,23818.232,1573.9872
"224",10011926,"Lower Yosemite Falls Trail","Yosemite National Park",43.3499,1609.34,15.8496
"225",10027503,"Clouds Rest Trail via Tenaya Lake","Yosemite National Park",38.5795,19794.882,948.8424
"226",10010560,"Four Mile Trail","Yosemite National Park",38.2519,12070.05,998.8296
"227",10031426,"Sentinel Dome Trail","Yosemite National Park",37.5768,3379.614,138.9888
"228",10033113,"Glacier Point Trail","Yosemite National Park",37.4664,965.604,71.9328
"229",10276593,"Vernal Falls","Yosemite National Park",37.2129,5954.558,406.908
"230",10011170,"Ryan Mountain Trail","Joshua Tree National Park",37.0218,4828.02,325.8312
"231",10235913,"Mirror Lake via Valley Loop Trail","Yosemite National Park",34.1675,9012.304,101.8032
"233",10028848,"Lassen Peak","Lassen Volcanic National Park",32.6439,8207.634,599.8464
"236",10031888,"Barker Dam Nature Trail","Joshua Tree National Park",30.1796,2896.812,19.812
"238",10235907,"Bridalveil Fall Trail","Yosemite National Park",29.4481,804.67,24.9936
"240",10035554,"Hidden Valley Nature Trail","Joshua Tree National Park",27.9587,1609.34,34.7472
"241",10028653,"Taft Point and The Fissures","Yosemite National Park",27.694,3701.482,113.9952
"244",10002863,"Cathedral Lakes Trail","Yosemite National Park",26.3724,13840.324,472.7448
"245",10003872,"Lost Palms Oasis","Joshua Tree National Park",26.1245,11587.248,312.7248
"246",10010871,"Vernal and Nevada Falls via the Panorama Trail","Yosemite National Park",26.0974,14484.06,297.7896
"247",10013977,"Condor Gulch Trail to High Peaks Trail Loop","Pinnacles National Park",25.0432,8690.436,484.9368
"248",10019827,"Arch Rock Nature Trail","Joshua Tree National Park",24.81,1126.538,7.9248
"249",10235908,"Columbia Rock Trail","Yosemite National Park",24.7999,2092.142,288.9504
"250",10037289,"Porcupine Creek Trail to Indian Ridge Natural Arch to North Dome","Yosemite National Park",24.4063,16737.136,636.7272
"251",10034036,"Fortynine Palms Oasis Trail","Joshua Tree National Park",24.2376,4506.152,188.976
"252",10004781,"John Muir Trail via Yosemite Valley","Yosemite National Park",24.0723,326856.954,14029.944
"253",10031887,"Lost Horse Mine Loop Trail","Joshua Tree National Park",23.7689,11104.446,277.9776
"254",10012390,"Mariposa Grove of Giant Sequoias Trail","Yosemite National Park",23.5256,9012.304,367.8936
"255",10235922,"Chilnualna Falls Trail","Yosemite National Park",23.3042,12713.786,666.9024
"256",10006688,"Badwater Basin Salt Flats Trail","Death Valley National Park",23.0844,2896.812,2.7432
"257",10293225,"Sentinel Dome and Taft Point Loop","Yosemite National Park",22.7858,8207.634,341.9856
"258",10298575,"Nevada Falls","Yosemite National Park",22.0603,8690.436,669.9504
"259",10274952,"Tall Trees Grove Loop Trail","Redwood National Park",21.9301,5310.822,227.9904
"260",10023775,"Skull Rock Nature Trail","Joshua Tree National Park",21.7608,2735.878,48.768
"261",10014345,"Clouds Rest Trail from Yosemite Valley","Yosemite National Park",21.5626,28968.12,1920.8496
"263",10013813,"El Capitan Trail (historical)","Yosemite National Park",21.0807,21726.09,1426.7688
"268",10028648,"Wapama Falls Trail","Yosemite National Park",20.256,7402.964,290.7792
"269",10236017,"Mesquite Flat Sand Dunes Trail","Death Valley National Park",20.2433,4506.152,62.7888
"270",10235899,"Cholla Cactus Garden Nature Trail","Joshua Tree National Park",20.2298,321.868,1.8288
"271",10236155,"Kings Creek Falls Trail","Lassen Volcanic National Park",19.9753,4345.218,143.8656
"272",10261348,"Yosemite Point","Yosemite National Park",19.9437,13679.39,1107.948
"273",10026896,"Tuolumne Grove Trail","Yosemite National Park",19.7137,5149.888,223.7232
"275",10037534,"Lady Bird Johnson Grove Trail","Redwood National Park",19.4001,2092.142,22.86
"277",10029986,"Cinder Cone Nature Trail","Lassen Volcanic National Park",19.1894,7724.832,317.9064
"278",10032060,"Mount Dana Summit Trail","Yosemite National Park",19.0574,11265.38,945.7944
"280",10035907,"Old Pinnacles Trail Loop","Pinnacles National Park",18.9167,15288.73,527.9136
"281",10031884,"Willow Hole Trail","Joshua Tree National Park",18.8592,10943.512,74.9808
"284",10111782,"Mount Hoffman Trail","Yosemite National Park",18.7667,9012.304,582.7776
"286",10033119,"Tenaya Lake Trail","Yosemite National Park",18.544,5471.756,59.7408
"287",10027108,"Brokeoff Mountain Trail","Lassen Volcanic National Park",18.4314,12230.984,786.9936
"288",10034011,"Zabriskie Point","Death Valley National Park",18.3978,643.736,15.8496
"289",10028494,"Mastodon Peak Loop Trail","Joshua Tree National Park",18.2913,3862.416,111.8616
"292",10258341,"Bear Gulch Day Use Area to Reservoir via Rim Trail","Pinnacles National Park",18.2277,2896.812,134.7216
"293",10252968,"Split Rock Loop Trail","Joshua Tree National Park",18.0666,3057.746,76.8096
"294",10235919,"Sentinel Meadow Cook's Meadow Loop Trail","Yosemite National Park",18.0573,3540.548,25.908
"295",10111890,"Black Rock Canyon to Panorama Loop Trail","Joshua Tree National Park",17.7647,10299.776,363.9312
"297",10235927,"Illilouette Falls Trail","Yosemite National Park",17.689,7885.766,442.8744
"298",10027315,"Dante's View Trail","Death Valley National Park",17.5667,2574.944,109.728
"300",10031434,"Tuolumne Meadows to Glen Aulin High Sierra Camp","Yosemite National Park",17.3657,19473.014,365.76
"301",10033216,"Telescope Peak Trail","Death Valley National Park",17.1872,19312.08,1012.8504
"303",10032041,"Hetch Hetchy Trail to Rancheria Falls","Yosemite National Park",16.6842,18185.542,775.716
"304",10243572,"Valley Floor Loop Trail","Yosemite National Park",16.6784,32347.734,370.9416
"305",10011461,"Golden Canyon Trail to Red Cathedral","Death Valley National Park",16.6571,4667.086,174.9552
"306",10006763,"Lembert Dome Loop","Yosemite National Park",16.6277,5954.558,257.8608
"308",10235911,"Inspiration Point Trail","Yosemite National Park",16.4319,3701.482,317.9064
"309",10013938,"High Peaks Trail","Pinnacles National Park",16.1903,10138.842,539.8008
"310",10273406,"Mirror Lake from Shuttle Stop 17","Yosemite National Park",16.0151,3701.482,44.8056
"311",10039812,"Ten Lakes Trail","Yosemite National Park",15.968,19955.816,920.8008
"313",10236157,"Mill Creek Falls Trail","Lassen Volcanic National Park",15.6627,6115.492,237.744
"314",10031432,"Olmsted Point Nature Trail","Yosemite National Park",15.5984,643.736,16.764
"315",10260204,"Golden Canyon and Gower Gulch Loop via Zabriskie Point","Death Valley National Park",15.3815,9334.172,332.8416
"316",10259901,"Manzanita Lake Loop","Lassen Volcanic National Park",15.1058,3057.746,13.716
"320",10031637,"Devil's Kitchen Trail","Lassen Volcanic National Park",14.7733,7402.964,187.7568
"321",10034281,"Mosaic Canyon Trail","Death Valley National Park",14.6726,5632.69,324.9168
"322",10259433,"High Peaks & Balconies Cave Loop Trail","Pinnacles National Park",14.3763,12713.786,549.8592
"323",10136861,"Boy Scout Trail To Willow Hole Extended Route","Joshua Tree National Park",14.2507,28324.384,504.7488
"324",10015097,"Moses Spring Trail to Bear Gulch Reservoir","Pinnacles National Park",14.2147,1770.274,96.9264
"325",10008947,"Old Pinnacles Trail to Balconies","Pinnacles National Park",14.2093,8207.634,150.876
"327",10414200,"Mirror Lake Paved Trail","Yosemite National Park",14.0674,2574.944,29.8704
"328",10035721,"Potato Harbor Trail","Channel Islands National Park",14.0568,7885.766,183.7944
"331",10269473,"The Maze Loop","Joshua Tree National Park",13.8899,7563.898,109.728
"332",10028456,"Death Valley Natural Bridge Road","Death Valley National Park",13.8009,6920.162,304.8
"334",10022095,"Hidden Beach and False Klamath Rock","Redwood National Park",13.4062,12230.984,349.9104
"336",10022595,"Darwin Falls Trail via Old Toll Road","Death Valley National Park",13.2405,3057.746,68.8848
"337",10034189,"Smugglers Cove Trail","Channel Islands National Park",13.2334,12391.918,426.72
"338",10013268,"Balconies Trail","Pinnacles National Park",13.1617,13196.588,592.836
"339",10381604,"Grizzly Giant Loop Trail","Yosemite National Park",13.1348,3218.68,106.9848
"341",10018534,"Kibbie Lake Trail","Yosemite National Park",13.0192,21082.354,797.9664
"342",10017427,"Gaylor Lakes Trail","Yosemite National Park",12.9552,5632.69,368.808
"343",10016528,"Juniper Canyon Trail to High Peaks","Pinnacles National Park",12.9046,5793.624,383.7432
"344",10036072,"Wall Street Mill Trail","Joshua Tree National Park",12.8265,3862.416,26.8224
"346",10235925,"Dewey Point Trail","Yosemite National Park",12.8074,12070.05,306.9336
"347",10009508,"Gower Gulch Loop Trail","Death Valley National Park",12.7835,6759.228,217.932
"348",10236037,"Desolation Canyon Trail","Death Valley National Park",12.7803,5793.624,234.696
"349",10031728,"Redwood Creek Trail","Redwood National Park",12.7515,25105.704,340.7664
